country,year,parity,mean_age_at_birth,n
Guinea,2018,1,27.927627639380614,7802
Guinea,2018,2,26.167435690640115,6356
Guinea,2018,3,24.64040517632425,5002
Guinea,2018,4,23.401095147289677,3648
Guinea,2018,5,22.38610805172918,2506
Guinea,2018,6,21.46179195017814,1603
Guinea,2018,7,20.542755980456747,960
Guinea,2018,8,19.807735286847265,544
Guinea,2018,9,19.113137919233967,266
Guinea,2018,10,18.20991916810512,127
Guinea,2018,11,18.236043278591104,43
Guinea,2018,12,17.659978067816947,19
Guinea,2018,13,16.726390467404073,9
Guinea,2018,14,15.043986829260097,2
Cote d'Ivoire,1994,1,26.83271002283169,6108
Cote d'Ivoire,1994,2,25.689311704725803,4828
Cote d'Ivoire,1994,3,24.662726317352316,3873
Cote d'Ivoire,1994,4,23.676659440182473,3065
Cote d'Ivoire,1994,5,22.94109422178463,2298
Cote d'Ivoire,1994,6,22.242588529443427,1661
Cote d'Ivoire,1994,7,21.42898733428953,1195
Cote d'Ivoire,1994,8,20.64085429393599,793
Cote d'Ivoire,1994,9,19.940379414395544,498
Cote d'Ivoire,1994,10,19.130967686570433,287
Cote d'Ivoire,1994,11,18.320709413168245,146
Cote d'Ivoire,1994,12,18.237994709513398,73
Cote d'Ivoire,1994,13,18.278032931045892,28
Cote d'Ivoire,1994,14,16.14138710830163,13
Cote d'Ivoire,1994,15,14.984422836876588,4
Cote d'Ivoire,1998,1,26.923170856964415,2048
Cote d'Ivoire,1998,2,25.854247883202394,1523
Cote d'Ivoire,1998,3,24.68291523720651,1175
Cote d'Ivoire,1998,4,23.818353286695306,893
Cote d'Ivoire,1998,5,22.90410313372496,676
Cote d'Ivoire,1998,6,21.645396201090584,483
Cote d'Ivoire,1998,7,20.902520745309328,333
Cote d'Ivoire,1998,8,20.01565013379684,214
Cote d'Ivoire,1998,9,19.214279205958626,128
Cote d'Ivoire,1998,10,18.866565919866893,60
Cote d'Ivoire,1998,11,18.29728697623698,29
Cote d'Ivoire,1998,12,16.367654727053424,9
Cote d'Ivoire,1998,13,14.26923689292948,3
Cote d'Ivoire,1998,14,13.833333333333334,1
Cote d'Ivoire,2011,1,27.424114536541342,7498
Cote d'Ivoire,2011,2,25.69917020545816,5905
Cote d'Ivoire,2011,3,24.462969182209285,4522
Cote d'Ivoire,2011,4,23.289574586428564,3410
Cote d'Ivoire,2011,5,22.231850006129445,2489
Cote d'Ivoire,2011,6,21.59137427437956,1719
Cote d'Ivoire,2011,7,21.04712308726875,1132
Cote d'Ivoire,2011,8,19.99351475637847,736
